player_id,player_name,recent_team,position,week,opponent_team,completions,attempts,passing_yards,passing_tds,interceptions,carries,rushing_yards,rushing_tds,receptions,receiving_yards,receiving_tds,fantasy_points,passing_epa,rushing_epa,receiving_epa,target_share,air_yards_share,wopr,result
00-0034132,C.Blake,ATL,WR,4,GB,0,0,0.0,0,0.0,0,0.0,0,3,47.0,0,4.7,,,1.0573783,0.12820514,0.1897019,0.32509902,0.0
00-0034132,C.Blake,ATL,WR,6,MIN,0,0,0.0,0,0.0,0,0.0,0,1,5.0,0,0.5,,,-1.471321,0.054054055,0.06719368,0.12811665,1.0
00-0034132,C.Blake,ATL,WR,8,CAR,0,0,0.0,0,0.0,0,0.0,0,2,14.0,0,1.4,,,0.27015775,0.06666667,0.046511628,0.13255814,0.0
00-0034132,C.Blake,ATL,WR,9,DEN,0,0,0.0,0,0.0,0,0.0,0,3,31.0,0,3.1,,,1.5136179,0.08571429,0.083333336,0.18690476,1.0
00-0034132,C.Blake,ATL,WR,11,NO,0,0,0.0,0,0.0,0,0.0,0,2,28.0,0,2.8,,,-1.5259005,0.11764706,0.098870054,0.24567963,0.0
00-0034132,C.Blake,ATL,WR,12,LV,0,0,0.0,0,0.0,0,0.0,0,1,17.0,0,1.7,,,2.2664065,0.027027028,0.054545455,0.07872236,1.0
00-0034132,C.Blake,ATL,WR,15,TB,0,0,0.0,0,0.0,0,0.0,0,1,-1.0,0,-0.1,,,-0.7578955,0.020833334,-0.0023980816,0.029571343,0.0
00-0034378,I.Smith,ATL,RB,1,SEA,0,0,0.0,0,0.0,1,4.0,0,3,2.0,0,0.6,,0.037755974,-1.7108991,0.057692308,-0.0041067763,0.08366372,0.0
00-0034378,I.Smith,ATL,RB,2,DAL,0,0,0.0,0,0.0,5,20.0,0,0,0.0,0,2.0,,-0.23238498,,,,,1.0
00-0034378,I.Smith,ATL,RB,3,CHI,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,,,-1.1733062,0.05263158,0.0047281324,0.08225706,1.0
00-0034378,I.Smith,ATL,RB,4,GB,0,0,0.0,0,0.0,2,3.0,0,3,24.0,0,2.7,,-0.8417405,1.2580775,0.07692308,0.0027100272,0.11728163,0.0
00-0034378,I.Smith,ATL,RB,5,CAR,0,0,0.0,0,0.0,2,6.0,0,0,0.0,0,0.6,,-1.162197,,,,,1.0
00-0034378,I.Smith,ATL,RB,6,MIN,0,0,0.0,0,0.0,2,8.0,0,1,17.0,0,2.5,,-0.9632762,0.891963,0.027027028,0.015810277,0.051607735,1.0
00-0034378,I.Smith,ATL,RB,7,DET,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,,,-3.3491533,0.025,0.007067138,0.042446997,1.0
00-0034378,I.Smith,ATL,RB,11,NO,0,0,0.0,0,0.0,1,5.0,0,0,0.0,0,0.5,,0.052534025,,,,,0.0
00-0034378,I.Smith,ATL,RB,12,LV,0,0,0.0,0,0.0,12,65.0,1,4,10.0,0,13.5,,3.064081,-3.9540772,0.13513513,-0.04090909,0.17406633,1.0
00-0034378,I.Smith,ATL,RB,13,NO,0,0,0.0,0,0.0,8,36.0,0,1,-2.0,0,3.4,,0.17956676,-1.2982439,0.054054055,0.0075949365,0.086397536,0.0
00-0034378,I.Smith,ATL,RB,14,LAC,0,0,0.0,0,0.0,11,42.0,0,1,3.0,0,4.5,,-1.2533895,-0.16018842,0.03125,-0.01529052,0.036171637,0.0
00-0034378,I.Smith,ATL,RB,15,TB,0,0,0.0,0,0.0,6,24.0,0,2,9.0,0,3.3,,0.48996022,-0.021209557,0.0625,0.0119904075,0.10214329,0.0
00-0034378,I.Smith,ATL,RB,16,KC,0,0,0.0,0,0.0,10,46.0,0,1,5.0,0,5.1,,-0.73960996,0.0090347715,0.029411765,0.0,0.04411765,0.0
00-0034378,I.Smith,ATL,RB,17,TB,0,0,0.0,0,0.0,3,9.0,0,1,7.0,0,1.6,,-0.61618006,-2.5031078,0.09756097,0.0,0.14634146,1.0
00-0034411,R.Gage,ATL,WR,1,SEA,0,0,0.0,0,0.0,0,0.0,0,9,114.0,0,11.4,,,8.140016,0.23076923,0.18275154,0.47407994,0.0
00-0034411,R.Gage,ATL,WR,2,DAL,0,1,0.0,0,0.0,0,0.0,0,6,46.0,1,10.6,-2.012434,,2.4652588,0.25,0.15176152,0.48123306,1.0
00-0034411,R.Gage,ATL,WR,3,CHI,0,0,0.0,0,0.0,0,0.0,0,2,26.0,0,2.6,,,0.50463146,0.078947365,0.056737587,0.15813737,1.0
00-0034411,R.Gage,ATL,WR,4,GB,0,0,0.0,0,0.0,1,-2.0,0,2,22.0,0,2.0,,-0.8623296,0.5142078,0.07692308,0.06775068,0.16281009,0.0
00-0034411,R.Gage,ATL,WR,5,CAR,0,0,0.0,0,0.0,0,0.0,0,2,16.0,0,1.6,,,-6.1715264,0.14285715,0.14335664,0.31463537,1.0
00-0034411,R.Gage,ATL,WR,6,MIN,0,0,0.0,0,0.0,0,0.0,0,4,65.0,0,6.5,,,5.7286873,0.10810811,0.20948617,0.3088025,1.0
00-0034411,R.Gage,ATL,WR,7,DET,0,0,0.0,0,0.0,0,0.0,0,6,54.0,0,5.4,,,1.3142234,0.175,0.16254418,0.37628093,1.0
00-0034411,R.Gage,ATL,WR,8,CAR,0,0,0.0,0,0.0,0,0.0,0,2,25.0,0,2.5,,,-0.8460419,0.1,0.003875969,0.15271318,0.0
00-0034411,R.Gage,ATL,WR,9,DEN,0,0,0.0,0,0.0,0,0.0,0,2,11.0,0,1.1,,,-2.2621791,0.17142858,0.22023809,0.4113095,1.0
00-0034411,R.Gage,ATL,WR,11,NO,0,0,0.0,0,0.0,0,0.0,0,7,58.0,0,5.8,,,0.06785241,0.3529412,0.2881356,0.7311067,0.0
00-0034411,R.Gage,ATL,WR,12,LV,0,0,0.0,0,0.0,0,0.0,0,3,34.0,0,3.4,,,0.17814586,0.13513513,0.18181819,0.32997543,1.0
00-0034411,R.Gage,ATL,WR,13,NO,0,0,0.0,0,0.0,0,0.0,0,4,51.0,1,11.1,,,0.27486807,0.21621622,0.18227848,0.45191926,0.0
00-0034411,R.Gage,ATL,WR,14,LAC,1,1,39.0,1,0.0,0,0.0,0,5,82.0,0,13.76,4.148734,,4.0740504,0.21875,0.27217126,0.51864487,0.0
00-0034411,R.Gage,ATL,WR,15,TB,0,0,0.0,0,0.0,0,0.0,0,5,68.0,1,12.8,,,4.270701,0.20833333,0.32134292,0.53744006,0.0
00-0034411,R.Gage,ATL,WR,16,KC,0,0,0.0,0,0.0,0,0.0,0,4,23.0,0,2.3,,,1.8935096,0.14705883,0.051502146,0.25663975,0.0
00-0034411,R.Gage,ATL,WR,17,TB,0,0,0.0,0,0.0,1,11.0,0,9,91.0,1,16.2,,0.6719309,11.282438,0.24390244,0.31506848,0.5864016,1.0
00-0034646,B.Powell,ATL,WR,3,CHI,0,0,0.0,0,0.0,0,0.0,0,3,27.0,0,2.7,,,1.9647167,0.10526316,0.07801419,0.21250467,1.0
00-0034646,B.Powell,ATL,WR,5,CAR,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,,,-0.20056327,0.028571429,0.045454547,0.07467532,1.0
00-0034646,B.Powell,ATL,WR,7,DET,0,0,0.0,0,0.0,0,0.0,0,1,4.0,0,0.4,,,-1.2603325,0.05,0.03180212,0.09726148,1.0
00-0034646,B.Powell,ATL,WR,9,DEN,0,0,0.0,0,0.0,1,4.0,0,1,9.0,1,7.3,,-0.24408598,2.9276342,0.028571429,0.023809524,0.05952381,1.0
00-0034646,B.Powell,ATL,WR,11,NO,0,0,0.0,0,0.0,1,3.0,0,0,0.0,0,0.3,,-0.33897007,,,,,0.0
00-0034646,B.Powell,ATL,WR,12,LV,0,0,0.0,0,0.0,0,0.0,0,2,4.0,1,6.4,,,0.8561989,0.054054055,0.018181818,0.09380835,1.0
00-0034646,B.Powell,ATL,WR,13,NO,0,0,0.0,0,0.0,0,0.0,0,1,9.0,0,0.9,,,-0.04219865,0.027027028,0.0,0.04054054,0.0
00-0034646,B.Powell,ATL,WR,14,LAC,0,0,0.0,0,0.0,0,0.0,0,1,9.0,0,0.9,,,0.73931766,0.03125,-0.003058104,0.04473433,0.0
00-0034646,B.Powell,ATL,WR,15,TB,0,0,0.0,0,0.0,0,0.0,0,2,5.0,0,0.5,,,-1.6660686,0.083333336,0.02877698,0.14514388,0.0
00-0034646,B.Powell,ATL,WR,16,KC,0,0,0.0,0,0.0,0,0.0,0,1,2.0,0,-1.8,,,-7.7939854,0.05882353,0.021459227,0.103256755,0.0
00-0034788,J.Graham,ATL,TE,5,CAR,0,0,0.0,0,0.0,0,0.0,0,1,7.0,0,0.7,,,0.18861552,0.028571429,0.024475524,0.05999001,1.0
00-0034788,J.Graham,ATL,TE,12,LV,0,0,0.0,0,0.0,0,0.0,0,1,11.0,0,1.1,,,-0.7802843,0.054054055,0.036363635,0.10653563,1.0
00-0034788,J.Graham,ATL,TE,13,NO,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,,,-0.72384673,0.027027028,0.005063291,0.044084843,0.0
00-0034788,J.Graham,ATL,TE,14,LAC,0,0,0.0,0,0.0,0,0.0,0,1,7.0,0,0.7,,,1.2697802,0.03125,0.003058104,0.04901567,0.0
00-0034830,H.Hurst,ATL,TE,1,SEA,0,0,0.0,0,0.0,0,0.0,0,3,38.0,0,3.8,,,-0.26883695,0.09615385,0.11909651,0.22759832,0.0
00-0034830,H.Hurst,ATL,TE,2,DAL,0,0,0.0,0,0.0,0,0.0,0,5,72.0,1,13.2,,,2.5829887,0.22222222,0.16260162,0.44715446,1.0
00-0034830,H.Hurst,ATL,TE,3,CHI,0,0,0.0,0,0.0,0,0.0,0,1,1.0,1,6.1,,,-0.87836367,0.078947365,0.026004728,0.13662437,1.0
00-0034830,H.Hurst,ATL,TE,4,GB,0,0,0.0,0,0.0,0,0.0,0,4,51.0,0,5.1,,,1.5406152,0.15384616,0.24119242,0.39960393,0.0
00-0034830,H.Hurst,ATL,TE,5,CAR,0,0,0.0,0,0.0,0,0.0,0,2,8.0,0,0.8,,,-4.089225,0.17142858,0.1923077,0.39175823,1.0
00-0034830,H.Hurst,ATL,TE,6,MIN,0,0,0.0,0,0.0,0,0.0,0,4,57.0,1,11.7,,,8.707816,0.10810811,0.08300395,0.22026493,1.0
00-0034830,H.Hurst,ATL,TE,7,DET,0,0,0.0,0,0.0,0,0.0,0,6,68.0,0,6.8,,,8.504327,0.175,0.16607773,0.3787544,1.0
00-0034830,H.Hurst,ATL,TE,8,CAR,0,0,0.0,0,0.0,0,0.0,0,5,54.0,0,5.4,,,1.8317631,0.23333333,0.15503876,0.45852712,0.0
00-0034830,H.Hurst,ATL,TE,9,DEN,0,0,0.0,0,0.0,0,0.0,0,7,62.0,0,6.2,,,1.4681439,0.22857143,0.11904762,0.42619047,1.0
00-0034830,H.Hurst,ATL,TE,11,NO,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,,,-2.7409904,0.05882353,0.028248588,0.10800931,0.0
00-0034830,H.Hurst,ATL,TE,12,LV,0,0,0.0,0,0.0,0,0.0,0,4,48.0,0,4.8,,,-4.0551457,0.21621622,0.16818182,0.4420516,1.0
00-0034830,H.Hurst,ATL,TE,13,NO,0,0,0.0,0,0.0,0,0.0,0,1,9.0,0,0.9,,,-0.92688394,0.10810811,0.055696204,0.20114951,0.0
00-0034830,H.Hurst,ATL,TE,14,LAC,0,0,0.0,0,0.0,0,0.0,0,1,7.0,0,0.7,,,-4.511268,0.09375,0.055045873,0.17915711,0.0
00-0034830,H.Hurst,ATL,TE,15,TB,0,0,0.0,0,0.0,0,0.0,0,4,21.0,1,8.1,,,0.7726379,0.104166664,0.05035971,0.1915018,0.0
00-0034830,H.Hurst,ATL,TE,16,KC,0,0,0.0,0,0.0,0,0.0,0,5,47.0,1,10.7,,,2.3321388,0.1764706,0.1502146,0.3698561,0.0
00-0034830,H.Hurst,ATL,TE,17,TB,0,0,0.0,0,0.0,0,0.0,0,4,28.0,1,8.8,,,5.326309,0.14634146,0.1369863,0.3154026,1.0
00-0034837,C.Ridley,ATL,WR,1,SEA,0,0,0.0,0,0.0,1,-1.0,0,9,130.0,2,24.9,,-0.8761568,9.588495,0.23076923,0.2895277,0.54882324,0.0
00-0034837,C.Ridley,ATL,WR,2,DAL,0,0,0.0,0,0.0,0,0.0,0,7,109.0,2,22.9,,,9.000808,0.2777778,0.4607046,0.7391599,1.0
00-0034837,C.Ridley,ATL,WR,3,CHI,0,0,0.0,0,0.0,1,7.0,0,5,110.0,0,11.7,,0.8391909,-2.6289659,0.34210527,0.5886525,0.92521465,1.0
00-0034837,C.Ridley,ATL,WR,4,GB,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,,,-6.8601074,0.12820514,0.26558265,0.37821555,0.0
00-0034837,C.Ridley,ATL,WR,5,CAR,0,0,0.0,0,0.0,0,0.0,0,8,136.0,0,13.6,,,11.40838,0.2857143,0.46153846,0.75164837,1.0
00-0034837,C.Ridley,ATL,WR,6,MIN,0,0,0.0,0,0.0,1,8.0,0,6,61.0,1,12.9,,0.6546978,4.64425,0.1891892,0.22134387,0.4387245,1.0
00-0034837,C.Ridley,ATL,WR,7,DET,0,0,0.0,0,0.0,0,0.0,0,5,69.0,1,14.9,,,5.41233,0.175,0.33568904,0.49748233,1.0
00-0034837,C.Ridley,ATL,WR,8,CAR,0,0,0.0,0,0.0,0,0.0,0,3,42.0,0,4.2,,,1.1993276,0.13333334,0.20930232,0.34651163,0.0
00-0034837,C.Ridley,ATL,WR,11,NO,0,0,0.0,0,0.0,0,0.0,0,5,90.0,0,9.0,,,-1.0978899,0.2647059,0.45480227,0.7154204,0.0
00-0034837,C.Ridley,ATL,WR,12,LV,0,0,0.0,0,0.0,0,0.0,0,6,50.0,1,11.0,,,7.563623,0.24324325,0.35454544,0.6130467,1.0
00-0034837,C.Ridley,ATL,WR,13,NO,0,0,0.0,0,0.0,0,0.0,0,5,108.0,0,10.8,,,1.8121068,0.27027026,0.47088608,0.73502564,0.0
00-0034837,C.Ridley,ATL,WR,14,LAC,0,0,0.0,0,0.0,0,0.0,0,8,124.0,1,18.4,,,2.877732,0.375,0.6391437,1.0099006,0.0
00-0034837,C.Ridley,ATL,WR,15,TB,0,0,0.0,0,0.0,0,0.0,0,10,163.0,1,22.3,,,4.015116,0.29166666,0.51079136,0.79505396,0.0
00-0034837,C.Ridley,ATL,WR,16,KC,0,0,0.0,0,0.0,1,-7.0,0,5,130.0,0,12.3,,-2.0250206,6.884463,0.2647059,0.57939917,0.80263823,0.0
00-0034837,C.Ridley,ATL,WR,17,TB,0,0,0.0,0,0.0,1,-6.0,0,8,52.0,0,2.6,,-1.3706818,-3.8431716,0.29268292,0.34246576,0.6787504,1.0
00-0035208,O.Zaccheaus,ATL,WR,2,DAL,0,0,0.0,0,0.0,0,0.0,0,1,10.0,0,1.0,,,-0.51356584,0.027777778,0.021680217,0.05684282,1.0
00-0035208,O.Zaccheaus,ATL,WR,3,CHI,0,0,0.0,0,0.0,0,0.0,0,4,41.0,0,4.1,,,0.528343,0.15789473,0.24586289,0.40894613,1.0
00-0035208,O.Zaccheaus,ATL,WR,4,GB,0,0,0.0,0,0.0,0,0.0,0,8,86.0,0,8.6,,,5.4495697,0.23076923,0.17615177,0.46946007,0.0
00-0035208,O.Zaccheaus,ATL,WR,5,CAR,0,0,0.0,0,0.0,0,0.0,0,1,13.0,0,1.3,,,-0.5089153,0.114285715,0.13636364,0.2668831,1.0
00-0035208,O.Zaccheaus,ATL,WR,6,MIN,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,,,-1.0921293,0.054054055,0.07509881,0.13365026,1.0
00-0035208,O.Zaccheaus,ATL,WR,7,DET,0,0,0.0,0,0.0,1,0.0,0,0,0.0,0,0.0,,-1.8025359,,,,,1.0
00-0035208,O.Zaccheaus,ATL,WR,9,DEN,0,0,0.0,0,0.0,0,0.0,0,4,103.0,1,16.3,,,8.091742,0.17142858,0.4315476,0.5592262,1.0
00-0035208,O.Zaccheaus,ATL,WR,11,NO,0,0,0.0,0,0.0,0,0.0,0,1,10.0,0,1.0,,,0.62784797,0.029411765,0.031073445,0.06586906,0.0
00-0035208,O.Zaccheaus,ATL,WR,12,LV,0,0,0.0,0,0.0,0,0.0,0,1,11.0,0,1.1,,,-0.24230897,0.08108108,0.22272727,0.2775307,1.0
00-0035273,Q.Ollison,ATL,RB,8,CAR,0,0,0.0,0,0.0,1,3.0,0,0,0.0,0,0.3,,0.73392105,,,,,0.0
00-0035551,T.Brooks-James,ATL,RB,12,LV,0,0,0.0,0,0.0,3,4.0,0,0,0.0,0,0.4,,-2.39683,,,,,1.0
00-0022787,M.Schaub,ATL,QB,7,LA,6,6,65.0,1,0.0,1,-1.0,0,0,0.0,0,6.5,5.308697,0.0,,,,,1.0
00-0022787,M.Schaub,ATL,QB,8,SEA,39,52,460.0,1,1.0,0,0.0,0,0,0.0,0,20.4,16.035385,,,,,,0.0
00-0022787,M.Schaub,ATL,QB,11,CAR,0,0,0.0,0,0.0,1,-1.0,0,0,0.0,0,-0.1,,0.0,,,,,0.0
00-0022787,M.Schaub,ATL,QB,12,TB,5,9,55.0,1,0.0,0,0.0,0,0,0.0,0,6.2,4.432924,,,,,,1.0
00-0022787,M.Schaub,ATL,QB,14,CAR,0,0,0.0,0,0.0,1,-1.0,0,0,0.0,0,-0.1,,-3.3060205,,,,,0.0
00-0026143,M.Ryan,ATL,QB,1,MIN,33,46,304.0,2,2.0,2,24.0,0,0,0.0,0,18.56,-5.986095,0.98372644,,,,,0.0
00-0026143,M.Ryan,ATL,QB,2,PHI,27,43,320.0,3,3.0,2,3.0,0,0,0.0,0,19.1,1.7372073,0.26758745,,,,,1.0
00-0026143,M.Ryan,ATL,QB,3,IND,29,34,304.0,3,1.0,2,3.0,0,0,0.0,0,22.46,21.298214,-0.1336613,,,,,1.0
00-0026143,M.Ryan,ATL,QB,4,TEN,35,53,397.0,0,0.0,2,18.0,0,0,0.0,0,15.68,-4.734635,0.9523365,,,,,0.0
00-0026143,M.Ryan,ATL,QB,5,HOU,32,46,330.0,3,1.0,3,7.0,1,0,0.0,0,31.9,5.3973517,1.8944843,,,,,1.0
00-0026143,M.Ryan,ATL,QB,6,ARI,30,36,356.0,4,0.0,2,7.0,0,0,0.0,0,30.94,19.520304,-0.015104449,,,,,1.0
00-0026143,M.Ryan,ATL,QB,7,LA,16,27,159.0,0,1.0,1,2.0,0,0,0.0,0,2.56,-16.7606,1.5385575,,,,,1.0
00-0026143,M.Ryan,ATL,QB,10,NO,20,35,182.0,2,1.0,2,13.0,0,0,0.0,0,14.58,-0.6525645,4.9330697,,,,,0.0
00-0026143,M.Ryan,ATL,QB,11,CAR,21,31,311.0,1,0.0,2,0.0,0,0,0.0,0,16.44,13.858921,2.186653,,,,,0.0
00-0026143,M.Ryan,ATL,QB,12,TB,23,46,271.0,0,1.0,1,8.0,0,0,0.0,0,7.64,-14.449115,1.4606742,,,,,1.0
00-0026143,M.Ryan,ATL,QB,13,NO,35,50,312.0,2,2.0,3,21.0,0,0,0.0,0,16.58,-15.22077,-1.8374474,,,,,0.0
00-0026143,M.Ryan,ATL,QB,14,CAR,20,34,313.0,2,0.0,1,8.0,0,0,0.0,0,21.32,6.0215507,1.5783355,,,,,0.0
00-0026143,M.Ryan,ATL,QB,15,SF,25,39,210.0,2,0.0,5,27.0,0,0,0.0,0,19.1,6.3931146,0.10288133,,,,,0.0
00-0026143,M.Ryan,ATL,QB,16,JAX,32,45,384.0,1,2.0,4,6.0,0,0,0.0,0,15.96,10.304423,-1.7647605,,,,,0.0
00-0026143,M.Ryan,ATL,QB,17,TB,30,51,313.0,1,0.0,2,0.0,0,0,0.0,0,14.52,-6.256774,-0.9864818,,,,,1.0
00-0027944,J.Jones,ATL,WR,1,MIN,0,0,0.0,0,0.0,0,0.0,0,6,31.0,1,9.1,,,-3.651579,0.24444444,0.31014493,0.5837681,0.0
00-0027944,J.Jones,ATL,WR,2,PHI,0,0,0.0,0,0.0,0,0.0,0,5,106.0,2,22.6,,,5.8845415,0.23255815,0.3283208,0.5786618,1.0
00-0027944,J.Jones,ATL,WR,3,IND,0,0,0.0,0,0.0,0,0.0,0,8,128.0,1,18.8,,,12.5297365,0.27272728,0.4703833,0.7383592,1.0
00-0027944,J.Jones,ATL,WR,4,TEN,0,0,0.0,0,0.0,1,1.0,0,4,52.0,0,5.3,,-0.4012859,2.3953633,0.14,0.24105012,0.3787351,0.0
00-0027944,J.Jones,ATL,WR,5,HOU,0,0,0.0,0,0.0,0,0.0,0,3,42.0,0,4.2,,,1.7624161,0.1590909,0.26612905,0.4249267,1.0
00-0027944,J.Jones,ATL,WR,6,ARI,0,0,0.0,0,0.0,0,0.0,0,8,108.0,0,10.8,,,6.714259,0.2647059,0.3277592,0.62649024,1.0
00-0027944,J.Jones,ATL,WR,7,LA,0,0,0.0,0,0.0,0,0.0,0,6,93.0,0,9.3,,,0.4104312,0.27272728,0.5110294,0.7668115,1.0
00-0027944,J.Jones,ATL,WR,8,SEA,0,0,0.0,0,0.0,0,0.0,0,10,152.0,0,15.2,,,6.7718673,0.24489796,0.4119318,0.6556992,0.0
00-0027944,J.Jones,ATL,WR,10,NO,0,0,0.0,0,0.0,0,0.0,0,3,79.0,0,7.9,,,2.2178364,0.28125,0.45559844,0.74079394,0.0
00-0027944,J.Jones,ATL,WR,11,CAR,0,0,0.0,0,0.0,1,-4.0,0,6,91.0,0,8.7,,-1.1919668,6.0172486,0.2580645,0.4201389,0.681194,0.0
00-0027944,J.Jones,ATL,WR,12,TB,0,0,0.0,0,0.0,0,0.0,0,5,68.0,0,6.8,,,2.0054996,0.18867925,0.23984526,0.45091054,1.0
00-0027944,J.Jones,ATL,WR,14,CAR,0,0,0.0,0,0.0,0,0.0,0,5,66.0,0,6.6,,,2.509471,0.2580645,0.37171054,0.64729416,0.0
00-0027944,J.Jones,ATL,WR,15,SF,0,0,0.0,0,0.0,0,0.0,0,13,134.0,2,25.4,,,11.684444,0.51282054,0.7619048,1.3025641,0.0
00-0027944,J.Jones,ATL,WR,16,JAX,0,0,0.0,0,0.0,0,0.0,0,10,166.0,0,16.6,,,4.2395883,0.3488372,0.57106596,0.923002,0.0
00-0027944,J.Jones,ATL,WR,17,TB,0,0,0.0,0,0.0,0,0.0,0,7,78.0,0,7.8,,,5.134917,0.27083334,0.3462783,0.6486448,1.0
00-0028042,L.Stocker,ATL,TE,1,MIN,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,,,-7.0685854,0.022222223,0.008695652,0.039420288,0.0
00-0028042,L.Stocker,ATL,TE,2,PHI,0,0,0.0,0,0.0,0,0.0,0,1,4.0,0,0.4,,,0.78613853,0.023255814,0.0,0.034883723,1.0
00-0028042,L.Stocker,ATL,TE,3,IND,0,0,0.0,0,0.0,0,0.0,0,3,12.0,0,1.2,,,-4.926848,0.121212125,0.11149826,0.25986695,1.0
00-0028042,L.Stocker,ATL,TE,4,TEN,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,,,-0.6049223,0.02,0.011933174,0.038353223,0.0
00-0028042,L.Stocker,ATL,TE,6,ARI,0,0,0.0,0,0.0,0,0.0,0,1,0.0,0,0.0,,,-0.4792292,0.029411765,0.0,0.04411765,1.0
00-0028042,L.Stocker,ATL,TE,8,SEA,0,0,0.0,0,0.0,0,0.0,0,1,18.0,0,1.8,,,0.4338399,0.020408163,0.014204546,0.040555425,0.0
00-0028042,L.Stocker,ATL,TE,12,TB,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,,,-0.55039424,0.018867925,0.007736944,0.033717748,1.0
00-0028042,L.Stocker,ATL,TE,14,CAR,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,,,-0.6820979,0.032258064,0.0032894737,0.050689727,0.0
00-0028042,L.Stocker,ATL,TE,15,SF,0,0,0.0,0,0.0,0,0.0,0,1,9.0,0,0.9,,,0.7869349,0.025641026,0.003968254,0.041239318,0.0
00-0028042,L.Stocker,ATL,TE,16,JAX,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,,,-0.56310904,0.023255814,0.012690355,0.043766968,0.0
00-0028042,L.Stocker,ATL,TE,17,TB,0,0,0.0,0,0.0,0,0.0,0,1,10.0,0,1.0,,,0.6936097,0.020833334,0.012944984,0.04031149,1.0
00-0029632,M.Sanu,ATL,WR,1,MIN,0,0,0.0,0,0.0,0,0.0,0,5,57.0,0,5.7,,,0.6150119,0.13333334,0.10724638,0.27507246,0.0
00-0029632,M.Sanu,ATL,WR,2,PHI,0,0,0.0,0,0.0,0,0.0,0,4,16.0,0,1.6,,,-3.8467178,0.1627907,0.085213035,0.30383518,1.0
00-0029632,M.Sanu,ATL,WR,3,IND,0,0,0.0,0,0.0,1,2.0,0,6,75.0,0,7.7,,0.37001443,7.960983,0.18181819,0.21254355,0.42150775,1.0
00-0029632,M.Sanu,ATL,WR,4,TEN,0,0,0.0,0,0.0,0,0.0,0,9,91.0,0,9.1,,,7.1754174,0.24,0.26968974,0.5487828,0.0
00-0029632,M.Sanu,ATL,WR,5,HOU,0,0,0.0,0,0.0,1,1.0,0,5,42.0,1,10.3,,-0.8120243,6.0514326,0.11363637,0.05645161,0.20997067,1.0
00-0029632,M.Sanu,ATL,WR,6,ARI,0,0,0.0,0,0.0,0,0.0,0,3,29.0,0,2.9,,,0.79498833,0.11764706,0.08361204,0.23499902,1.0
00-0029632,M.Sanu,ATL,WR,7,LA,0,0,0.0,0,0.0,0,0.0,0,1,3.0,0,0.3,,,-5.56055,0.060606062,-0.0036764706,0.08833556,1.0
00-0030465,K.Barner,ATL,RB,3,IND,0,0,0.0,0,0.0,0,0.0,0,1,4.0,0,0.4,,,-0.063437104,0.030303031,0.013937282,0.055210643,1.0
00-0030465,K.Barner,ATL,RB,7,LA,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,,,-1.2754921,0.030303031,0.0,0.045454547,1.0
00-0030465,K.Barner,ATL,RB,8,SEA,0,0,0.0,0,0.0,1,1.0,0,0,0.0,0,0.1,,-0.7484231,,,,,0.0
00-0030465,K.Barner,ATL,RB,10,NO,0,0,0.0,0,0.0,1,12.0,0,0,0.0,0,1.2,,1.1302158,,,,,0.0
00-0030465,K.Barner,ATL,RB,11,CAR,1,1,3.0,0,0.0,2,15.0,0,0,0.0,0,7.62,-0.14810775,0.6184368,,,,,0.0
00-0030465,K.Barner,ATL,RB,12,TB,0,0,0.0,0,0.0,0,0.0,0,2,8.0,0,0.8,,,-0.093395606,0.03773585,0.001934236,0.05795774,1.0
00-0030465,K.Barner,ATL,RB,13,NO,0,0,0.0,0,0.0,0,0.0,0,2,6.0,0,0.6,,,0.10760757,0.04255319,-0.021084337,0.04907075,0.0
00-0030465,K.Barner,ATL,RB,15,SF,0,0,0.0,0,0.0,0,0.0,0,1,4.0,0,0.4,,,-1.1142956,0.051282052,-0.003968254,0.0741453,0.0
00-0030968,K.Smith,ATL,FB,6,ARI,0,0,0.0,0,0.0,1,2.0,0,0,0.0,0,0.2,,0.34434417,,,,,1.0
00-0030968,K.Smith,ATL,FB,7,LA,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,,,-0.543111,0.030303031,-0.014705882,0.035160426,1.0
00-0030968,K.Smith,ATL,FB,11,CAR,0,0,0.0,0,0.0,1,3.0,0,0,0.0,0,0.3,,0.38596827,,,,,0.0
00-0030968,K.Smith,ATL,FB,13,NO,0,0,0.0,0,0.0,2,4.0,0,0,0.0,0,0.4,,0.9265456,-0.55191755,0.021276595,0.07530121,0.084625736,0.0
